Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
7312,T7216,1138245-13-2,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,C12H19NO2,209.29,1.78,63.32,2,2,4,0,2,0.75,15,0,0,none,0.8683,0.6028,0.7621,T7216
7313,T16545,122110-53-6,CCCC(=O)OCOC(=O)C(C)(C)C,C10H18O4,202.25,1.88,52.6,0,4,4,0,0,0.8,14,0,0,none,0.891,0.5686,0.762,T16545
7314,T61449,2403598-42-3,CN1CCN(c2ccc(-c3cnc4[nH]cc(-c5ccccc5)c4c3)cc2)CC1,C24H24N4,368.48,4.65,35.16,1,3,3,4,5,0.208,28,0,0,none,0.6885,0.872,0.7619,T61449
7315,T4511,106392-48-7,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,C16H20N2O2,272.35,3.03,87.11,2,3,4,1,1,0.375,20,0,2,michael_acrylamide;michael_acrylonitrile,1.0,0.4048,0.7619,T4511
7316,T5169,2226517-76-4,COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC,C18H17BrN2O3,389.25,4.77,52.61,1,5,5,3,3,0.167,24,1,0,none,0.7517,0.7771,0.7619,T5169
7317,T13646,161115-59-9,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](C3CCCCC3)O[C@]12C(=O)CO,C28H38O6,470.61,3.5,93.06,2,6,3,0,6,0.786,34,0,1,michael_vinylketone,0.9675,0.4535,0.7619,T13646
7318,T24040,1374006-96-8,Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccc(S(=O)(=O)N2CCCC[C@H]2CCN2CCOCC2)cc1,C23H30F3N5O4S,529.59,2.96,96.77,1,6,7,2,4,0.565,36,3,0,none,0.9856,0.4263,0.7619,T24040
7319,T1146,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],C17H18N2O6,346.34,2.18,107.77,1,7,4,1,2,0.294,25,0,2,michael_acrylate;nitro_aromatic,0.8876,0.5731,0.7618,T1146
7320,T21746,24150-24-1,COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC,C22H30O4,358.48,4.78,36.92,0,4,9,2,2,0.455,26,0,0,none,0.6826,0.8806,0.7618,T21746
7321,T1735,367514-88-3,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,C28H36N4O2S,492.69,4.26,56.75,0,6,5,2,7,0.679,35,0,0,none,0.8882,0.5722,0.7618,T1735
7322,T15579,1169755-45-6,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,C12H13NO2S,235.31,2.75,40.54,1,4,2,1,2,0.25,16,0,1,michael_vinylketone,0.9724,0.4458,0.7618,T15579
7323,T7728,3598-37-6,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,C19H22N2OS,326.46,4.44,23.55,0,4,5,2,3,0.316,23,0,0,none,0.6669,0.904,0.7617,T7728
7324,T62174,724737-74-0,COc1cc(C(=O)Nc2ccc(-c3cn4cccc(C)c4n3)cc2)cc(OC)c1OC,C24H23N3O4,417.47,4.59,74.09,1,5,6,4,4,0.167,31,0,0,none,0.7695,0.7501,0.7617,T62174
7325,T36707,1440251-53-5,Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,C18H13Cl2N3O2,374.23,4.79,56.27,1,5,4,3,4,0.111,25,2,0,none,0.7455,0.7859,0.7617,T36707
7326,T39354,1942843-54-0,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12,C21H19ClN4O,378.86,4.73,73.83,3,4,5,4,4,0.143,27,1,0,none,0.7311,0.8076,0.7617,T39354
7327,T36710,5450-40-8,O=C1c2cccc3cccc(c23)C(=O)N1CCO,C14H11NO3,241.25,1.43,57.61,1,3,2,2,3,0.143,18,0,0,none,0.8033,0.6989,0.7616,T36710
7328,T68402,90581-63-8,CC(=NOCC(O)CNC(C)(C)C)C1CC1,C12H24N2O2,228.34,1.54,53.85,2,4,6,0,1,0.917,16,0,0,none,0.8038,0.6981,0.7615,T68402
7329,TMO2685,1679-53-4,O=C(O)CCCCCCCCCO,C10H20O3,188.27,2.18,57.53,2,2,9,0,0,0.9,13,0,0,none,0.9336,0.5032,0.7615,TMO2685
7330,T4141,920022-47-5,CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21,C25H28ClN3O2,437.97,4.52,37.71,0,3,4,3,5,0.4,31,1,0,none,0.7725,0.7451,0.7615,T4141
7331,T60170,2810747-89-6,Cc1c[nH]c2nccc(-c3ccc(C(=O)N[C@@H]4c5c(F)cc(C(F)F)cc5C[C@@H]4O)cn3)c12,C24H19F3N4O2,452.44,4.4,90.9,3,4,4,4,5,0.208,33,3,0,none,0.8209,0.6724,0.7615,T60170
7332,T23543,875258-85-8,Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,C24H28FN3O2,409.51,4.76,47.36,0,4,5,3,4,0.417,30,1,0,none,0.7521,0.7755,0.7615,T23543
7333,TN9243,6290-37-5,CCCCCC(=O)OCCc1ccccc1,C14H20O2,220.31,3.35,26.3,0,2,7,1,1,0.5,16,0,0,none,0.8552,0.6207,0.7614,TN9243
7334,T203951,10094-34-5,CCCC(=O)OC(C)(C)Cc1ccccc1,C14H20O2,220.31,3.35,26.3,0,2,5,1,1,0.5,16,0,0,none,0.8552,0.6207,0.7614,T203951
7335,T2672,677297-51-7,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,C18H14N6O2,346.35,2.33,144.06,4,8,2,4,4,0.0,26,0,0,none,0.6026,0.9995,0.7614,T2672
7336,T9040,331770-21-9,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,C23H20N4O3,400.44,4.64,85.37,2,6,6,4,4,0.087,30,0,0,none,0.7547,0.7711,0.7613,T9040
7337,T67856,863004-48-2,CC1CC(=O)N(Cc2ccccc2)c2ccccc2S1,C17H17NOS,283.4,4.1,20.31,0,2,2,2,3,0.235,20,0,0,none,0.7225,0.8192,0.7612,T67856
7338,T0018,614-39-1,CCN(CC)CCNC(=O)c1ccc(N)cc1,C13H21N3O,235.33,1.34,58.36,2,3,6,1,1,0.462,17,0,0,none,0.7797,0.7335,0.7612,T0018;T60322
7339,T1635,299-84-3,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,C8H8Cl3O3PS,321.55,4.54,27.69,0,4,4,1,1,0.25,16,3,0,none,0.6799,0.8831,0.7611,T1635
7340,T88199,2565657-20-5,O=C(O)[C@@H](Cc1ccccc1)[C@H]1CCNC1,C13H17NO2,219.28,1.54,49.33,2,2,4,1,2,0.462,16,0,0,none,0.8335,0.6525,0.7611,T88199
7341,T5425,381168-77-0,Fc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,C19H12F2N4,334.33,4.71,50.7,1,4,3,4,4,0.0,25,2,0,none,0.736,0.7989,0.7611,T5425
7342,T8345,339-43-5,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,C11H17N3O3S,271.34,1.06,101.29,3,4,5,1,1,0.364,18,0,0,none,0.6701,0.8976,0.7611,T8345
7343,T2650,1030612-90-8,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,C17H16BrFN6O4,467.26,2.36,119.4,1,8,6,3,4,0.353,29,2,0,none,0.7961,0.7086,0.7611,T2650
7344,T27695,188791-09-5,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(OCCN2CCN(C)CC2)c(Cl)c1O,C25H31Cl2N3O5,524.45,3.23,91.34,2,7,10,2,3,0.44,35,2,0,none,0.9699,0.4476,0.761,T27695
7345,T9583,6192-43-4,CC(=O)N1c2ccccc2Oc2ccccc21,C14H11NO2,225.25,3.48,29.54,0,2,0,2,3,0.071,17,0,0,none,0.8712,0.5958,0.761,T9583
7346,T61652,107355-45-3,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,C18H20Cl2N2O3,383.28,4.86,56.85,0,5,8,2,3,0.444,25,2,0,none,0.7248,0.8154,0.761,T61652
7347,T77517,1632002-28-8,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,C19H10ClFN4O3S,428.83,4.21,115.87,1,6,5,3,3,0.0,29,2,0,none,0.7338,0.802,0.761,T77517
7348,T73940,4775-80-8,CC(=O)N[C@@H](CSc1ccccc1)C(=O)O,C11H13NO3S,239.3,1.37,66.4,2,3,5,1,1,0.273,16,0,0,none,0.7871,0.7216,0.7609,T73940
7349,T11375,2183470-12-2,COc1ncc(Cl)cc1S(=O)(=O)Nc1ccc(F)c(C#Cc2cnc(N)nc2)c1F,C18H12ClF2N5O3S,451.84,2.59,120.09,2,7,4,3,3,0.056,30,3,0,none,0.7939,0.7115,0.7609,T11375
7350,T64364,24765-57-9,CCCCC(CO)(CO)CCCC,C11H24O2,188.31,2.34,40.46,2,2,8,0,0,1.0,13,0,0,none,0.9325,0.5034,0.7609,T64364
7351,T11402L,,Clc1ccc(Nc2cccc(-c3cn[nH]c3)c2)cc1,C15H12ClN3,269.74,4.47,40.71,2,2,3,3,3,0.0,19,1,0,none,0.8034,0.6969,0.7608,T11402;T11402L
7352,T69552,2649467-58-1,COc1c([C@H]2[C@H](C(=O)Nc3ccnc(C(N)=O)c3)O[C@@](C)(C(F)(F)F)[C@H]2C)ccc(F)c1F,C21H20F5N3O4,473.4,3.55,103.54,2,5,5,2,3,0.381,33,5,0,none,0.945,0.4846,0.7608,T69552
7353,T210460,4818-19-3,Cc1ccc(C=C2SC(=O)NC2=O)c(C)c1,C12H11NO2S,233.29,2.63,46.17,1,3,1,1,2,0.167,16,0,1,michael_acrylamide,0.9913,0.4148,0.7607,T210460
7354,T24977,13205-46-4,CC(C)Oc1ccc(C(=O)O)cc1,C10H12O3,180.2,2.17,46.53,1,2,3,1,1,0.3,13,0,0,none,0.9726,0.4425,0.7606,T24977
7355,T7648,84468-24-6,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,C13H15N3O2S,277.35,0.83,62.3,1,4,2,2,3,0.308,19,0,0,none,0.6613,0.9095,0.7606,T7648
7356,T34399,204386-76-5,C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C,C16H22N4O4S,366.44,0.68,100.63,2,6,5,1,3,0.625,25,0,0,none,0.601,1.0,0.7606,T34399
7357,T7687,13037-86-0,CCCCCCCOc1ccc(O)cc1,C13H20O2,208.3,3.74,29.46,1,2,7,1,1,0.538,15,0,0,none,0.8725,0.5926,0.7605,T7687
7358,T39635,2160582-57-8,O=C(c1cnn[nH]1)N1CC2CCC(C1)N2S(=O)(=O)c1cccc(F)c1,C15H16FN5O3S,365.39,0.62,99.26,1,5,3,2,4,0.4,25,1,0,none,0.6006,1.0,0.7603,T39635
7359,T125245,23795-02-0,CCOC(=O)CCc1ccc(O)cc1,C11H14O3,194.23,1.89,46.53,1,3,4,1,1,0.364,14,0,0,none,0.9193,0.5215,0.7602,T125245
7360,T1624,114-80-7,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,C12H19N2O2+,223.3,1.94,29.54,0,2,2,1,1,0.417,16,0,0,none,0.8217,0.6681,0.7602,T1612;T1624
7361,T4522,2319790-02-6,COc1cc(-c2ccc(C(F)(F)F)cc2)nc(NC2CCCCC2)n1,C18H20F3N3O,351.37,4.92,47.04,1,4,4,2,3,0.444,25,3,0,none,0.7124,0.8316,0.7601,T4522
7362,T4999,1210344-57-2,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,C22H25ClO7,436.89,1.36,108.61,4,7,6,2,4,0.455,30,1,0,none,0.6872,0.8694,0.7601,T15244;T4999
7363,T2876,525-82-6,O=c1cc(-c2ccccc2)oc2ccccc12,C15H10O2,222.24,3.46,30.21,0,2,1,3,3,0.0,17,0,0,none,0.8884,0.5674,0.76,T2876
7364,T8194,574-12-9,O=c1c(-c2ccccc2)coc2ccccc12,C15H10O2,222.24,3.46,30.21,0,2,1,3,3,0.0,17,0,0,none,0.8884,0.5674,0.76,T8194
7365,T0201,59263-76-2,CCC1(c2cccc(O)c2)CCCCN(C)C1,C15H23NO,233.36,3.16,23.47,1,2,2,1,2,0.6,17,0,0,none,0.8278,0.6582,0.7599,T0201
7366,T31750,433265-65-7,CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,C15H23NO,233.35,3.23,23.47,1,2,3,1,2,0.6,17,0,0,none,0.8278,0.6582,0.7599,T31750
7367,T4833,87-32-1,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,C13H14N2O3,246.27,1.3,82.19,3,2,4,2,2,0.231,18,0,0,none,0.769,0.7459,0.7597,T4833
7368,T2296,1029877-94-8,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,C18H20FN5O2,357.39,0.53,97.05,1,5,3,2,3,0.389,26,1,0,none,0.5995,1.0,0.7597,T2296;T6237
7369,T61923,3032965-02-6,COc1ccc(Oc2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,C19H16N2O6S,400.41,4.2,107.77,1,6,7,3,3,0.053,28,0,1,nitro_aromatic,0.8138,0.6787,0.7597,T61923
7370,T8789,1218-34-4,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,C13H14N2O3,246.27,1.3,82.19,3,2,4,2,2,0.231,18,0,0,none,0.769,0.7459,0.7597,T8789
7371,T17021,161715-21-5,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,C16H21N3O4S2,383.5,0.66,93.44,2,7,4,0,4,0.688,25,0,0,none,0.5996,1.0,0.7597,T17021
7372,T9614,2245697-92-9,Nc1ccccc1COc1ccc(Oc2ccccc2)cc1,C19H17NO2,291.35,4.64,44.48,1,3,5,3,3,0.053,22,0,0,none,0.7753,0.7355,0.7594,T9614
7373,T9773,204077-66-7,CCn1c(=S)[nH]c2cc3c(NCc4ccccc4N4CCC(CO)CC4)ncnc3cc21,C24H28N6OS,448.6,4.48,82.0,3,6,6,4,5,0.375,32,0,0,none,0.7981,0.7012,0.7594,T9773
7374,T13854,86-68-0,COc1ccc2nccc(C(=O)O)c2c1,C11H9NO3,203.2,1.94,59.42,1,3,2,2,2,0.091,15,0,0,none,0.935,0.4959,0.7594,T13854
7375,T7321,188343-77-3,CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,C21H22FN3,335.43,4.69,31.92,1,2,3,3,4,0.286,25,1,0,none,0.6791,0.8796,0.7593,T7321
7376,T16901,143360-00-3,CCCCc1ccc(NC(C)=O)c(C)c1,C13H19NO,205.3,3.3,29.1,1,1,4,1,1,0.462,15,0,0,none,0.882,0.5744,0.759,T16901
7377,T124444,6627-88-9,C=CCc1cc(OC)c(O)c(OC)c1,C11H14O3,194.23,2.14,38.69,1,3,4,1,1,0.273,14,0,0,none,0.9325,0.4988,0.759,T124444
7378,T4299,1287665-60-4,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1,C19H20N6O4,396.41,1.94,138.16,2,7,5,3,4,0.316,29,0,0,none,0.5981,1.0,0.7589,T4299
7379,T17204,1238673-32-9,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCOCCN(C)C,C27H45N7O3,515.7,2.24,78.46,1,10,11,2,4,0.704,37,0,0,none,0.9413,0.4854,0.7589,T17204
7380,T37882,14737-89-4,COc1ccc(/C=C/C(=O)O)cc1OC,C11H12O4,208.21,1.8,55.76,1,3,4,1,1,0.182,15,0,0,none,0.9026,0.543,0.7588,T37882
7381,T7003,1236208-20-0,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,C16H19N3S,285.42,4.03,18.51,1,4,2,2,3,0.25,20,0,0,none,0.7226,0.8128,0.7587,T7003
7382,T19252,1392493-34-3,[2H]C([2H])([2H])NC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,C19H14BrClN6O2,476.74,3.48,112.7,2,5,4,3,3,0.105,29,2,0,none,0.8649,0.5988,0.7585,T19252
7383,T8139,4563-84-2,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,C10H11N3O3S,253.28,1.37,98.22,2,5,3,2,2,0.1,17,0,0,none,0.7655,0.7477,0.7584,T0885;T8139
7384,TQ0283,300815-41-2,O=C1Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1,C21H21F3N2O2,390.41,4.8,41.57,1,3,3,2,4,0.381,28,3,0,none,0.7209,0.8146,0.7584,T12773;TQ0283
7385,T26834,916898-61-8,NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C25H33ClN4O2S,489.09,4.23,62.04,1,7,10,2,4,0.48,33,1,0,none,0.8646,0.5987,0.7582,T26834
7386,T41005,878437-15-1,C=CCOc1ccc(C2CC(=O)Nc3[nH]c(N)nc(=O)c32)cc1OC,C17H18N4O4,342.36,1.4,119.33,3,6,5,2,3,0.235,25,0,0,none,0.5966,1.0,0.758,T41005
7387,T67717L,,NCC(=O)Nc1cc2nc3ccccc3oc-2cc1=O,C14H11N3O3,269.26,1.19,98.22,2,5,2,1,3,0.071,20,0,0,none,0.7197,0.8153,0.758,T67717L
7388,T67961,134377-69-8,COCCCNC(=O)c1ccnc(C(=O)NCCCOC)c1,C15H23N3O4,309.37,0.61,89.55,2,5,10,1,1,0.533,22,0,0,none,0.5965,1.0,0.7579,T67961
7389,TN1084,2980-32-7,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,C13H8O6,260.2,1.77,111.13,4,6,0,3,3,0.0,19,0,0,none,0.7593,0.7558,0.7579,TN1084
7390,T26483,119295-94-2,CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1cnc2ccccc2c1,C25H35N3O4,441.57,4.41,99.6,2,4,14,2,2,0.52,32,0,0,none,0.7497,0.7698,0.7578,T26483
7391,T13436,878006-06-5,CCCCCCCC(=O)/C=C/c1ccc(O)c(OC)c1,C17H24O3,276.38,4.34,46.53,1,3,9,1,1,0.471,20,0,1,michael_vinylketone,0.8465,0.6246,0.7577,T13436
7392,T8777,4419-39-0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C22H29ClO5,408.92,2.17,94.83,3,5,2,0,4,0.727,28,1,2,michael_vinylketone;reactive_alkyl_halide,0.9385,0.4864,0.7577,T8777
7393,T3563,82351-05-1,CCC(C)NC(=O)/C=C/c1ccc(Cl)c(Cl)c1,C13H15Cl2NO,272.17,3.92,29.1,1,1,4,1,1,0.308,17,2,1,michael_acrylamide,0.8438,0.6283,0.7576,T3563
7394,T38655,1258836-72-4,C#CCN1C(=O)C(F)(F)Oc2cc(F)c(-n3c(=O)n(C)c(=S)n(C)c3=O)cc21,C16H11F3N4O4S,412.35,0.69,78.47,0,5,2,2,3,0.25,28,3,0,none,0.6382,0.9362,0.7574,T38655
7395,T5354,1801343-74-7,Nc1ccc(-c2cccc(C(=O)Nc3cnc4nc(N5CCOCC5)oc4c3)n2)cn1,C21H19N7O3,417.43,2.35,132.29,2,9,4,4,5,0.19,31,0,0,none,0.6612,0.9016,0.7573,T5354
7396,T2493,179461-52-0,O=C(O)/C(S)=C/c1c[nH]c2ccc(F)cc12,C11H8FNO2S,237.25,2.66,53.09,3,2,2,2,2,0.0,16,1,1,free_thiol,1.0,0.3932,0.7573,T2493
7397,T10203,1152782-19-8,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1,C20H19F3N2O3,392.38,4.82,69.64,2,2,3,2,3,0.3,28,3,0,none,0.7395,0.7839,0.7573,T10203
7398,T9128,2293-21-2,CNCC(C)CN1c2ccccc2CCc2ccccc21,C19H24N2,280.42,3.78,15.27,1,2,4,2,3,0.368,21,0,0,none,0.7352,0.7901,0.7572,T9128
7399,T77696,1615683-57-2,CCCCCc1ccc(-c2cc(O)cc(O)c2)cc1,C17H20O2,256.34,4.5,40.46,2,2,5,2,2,0.294,19,0,0,none,0.7955,0.6994,0.7571,T77696
7400,T7329,329198-87-0,O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccc([N+](=O)[O-])o1,C17H10N2O5,322.28,4.34,98.52,1,5,3,4,4,0.0,24,0,1,nitro_aromatic,0.8143,0.6714,0.7571,T7329
7401,T26378,60941-76-6,OCc1cn(Cc2ccccc2)c2ccccc12,C16H15NO,237.3,3.18,25.16,1,1,3,3,3,0.125,18,0,0,none,0.8442,0.6262,0.757,T26378
7402,T15106,1241390-29-3,CC1=N/C(=C\c2cc(F)c(O)c(F)c2)C(=O)N1C,C12H10F2N2O2,252.22,1.9,52.9,1,3,1,1,2,0.167,18,2,1,michael_acrylamide,0.9222,0.5092,0.757,T15106
7403,T11478L,1007573-18-3,Fc1cc(-c2cccc(-c3nnc[nH]3)c2)cc(F)c1CNC1Cc2ccccc2C1,C24H20F2N4,402.45,4.67,53.6,2,3,5,4,5,0.167,30,2,0,none,0.7464,0.7729,0.757,T11478L
7404,TN6975,7389-38-0,O=Cc1ccc(COCc2ccc(C=O)o2)o1,C12H10O5,234.21,2.21,69.65,0,5,6,2,2,0.167,17,0,1,aldehyde,0.982,0.4195,0.757,TN6975
7405,T22383,24138-83-8,O=C1NC(=O)C(=Cc2ccc(Cl)cc2)S1,C10H6ClNO2S,239.68,2.66,46.17,1,3,1,1,2,0.0,15,1,1,michael_acrylamide,0.9913,0.4054,0.7569,T22383
7406,T2248,648450-29-7,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,C12H7N3O2S,257.27,1.95,71.95,1,5,1,2,3,0.0,18,0,1,michael_acrylamide,0.9336,0.4919,0.7569,T2248
7407,T20533,64091-91-4,CN(CCCC(=O)c1cccnc1)N=O,C10H13N3O2,207.23,1.66,62.63,0,4,6,1,1,0.4,15,0,0,none,0.8656,0.5928,0.7565,T20533
7408,T69294,400044-47-5,CCCn1cnc(C[C@H](CCCN)C(=O)O)c1,C12H21N3O2,239.32,1.28,81.14,2,3,8,1,1,0.667,17,0,0,none,0.7585,0.7535,0.7565,T69294
7409,T17210L1,,O=C(O)C[C@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,C12H16BNO5S,297.14,0.45,95.86,3,5,5,1,2,0.5,20,0,0,none,0.5941,1.0,0.7564,T17210L1
7410,T3689,169939-93-9,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,C28H28N4O3,468.56,3.51,68.5,1,4,2,4,6,0.286,35,0,1,michael_acrylamide,0.9704,0.4353,0.7564,T3689
7411,T8182L,618094-85-2,C=C1C[C@@]23C[C@H]4[C@@H]5[C@@]6(C)C[C@H](OC(C)=O)C[C@@]57[C@@H]2[C@H](O)[C@@H]1[C@@H](OC(C)=O)[C@]3(O)[C@H]7N4C6,C24H31NO6,429.51,1.02,96.3,2,7,2,0,9,0.833,31,0,0,none,0.6586,0.9029,0.7563,T8182L
7412,TYD-02816,2490401-57-3,CCN(CCN)Cc1cccc(Cl)c1,C11H17ClN2,212.72,2.12,29.26,1,2,5,1,1,0.455,14,1,0,none,0.8523,0.6124,0.7563,TYD-02816
7413,T8182,1394-48-5,C=C1C[C@@]23C[C@H]4[C@@H]5[C@]6(C)C[C@H](OC(C)=O)C[C@@]57[C@@H]2[C@H](O)[C@@H]1C(OC(C)=O)[C@]3(O)[C@H]7N4C6,C24H31NO6,429.51,1.02,96.3,2,7,2,0,9,0.833,31,0,0,none,0.6586,0.9029,0.7563,T8182
7414,T29110,6637-10-1,c1ccc2c(c1)CC(c1c[nH]c3ccccc13)N2,C16H14N2,234.3,3.88,27.82,2,1,1,3,4,0.125,18,0,0,none,0.8349,0.6377,0.756,T29110
7415,T15017,1821387-73-8,CNc1ccc([N+](=O)[O-])cc1-n1cnc(-c2ccc(C(F)(F)F)cc2)c1,C17H13F3N4O2,362.31,4.51,72.99,1,4,4,3,3,0.118,26,3,1,nitro_aromatic,0.8208,0.6587,0.7559,T15017
7416,TN1552,2445-80-9,COc1ccc2ccc(=O)oc2c1OC,C11H10O4,206.2,1.81,48.67,0,4,2,2,2,0.182,15,0,0,none,0.9042,0.5332,0.7558,TN1552
7417,T2852,487-06-9,COc1cc(OC)c2ccc(=O)oc2c1,C11H10O4,206.2,1.81,48.67,0,4,2,2,2,0.182,15,0,0,none,0.9042,0.5332,0.7558,T2852
7418,T24166,163217-09-2,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,C26H40O3,400.6,4.76,60.69,3,3,3,0,3,0.769,29,0,0,none,0.7235,0.8043,0.7558,T24166
7419,T2729,120-08-1,COc1cc2ccc(=O)oc2cc1OC,C11H10O4,206.2,1.81,48.67,0,4,2,2,2,0.182,15,0,0,none,0.9042,0.5332,0.7558,T2729
7420,T205247,2761767-18-2,O=C1CCCC2(CCN(c3cc(OCC(F)(F)F)ncn3)CC2)N1c1ccc(F)c(F)c1,C21H21F5N4O2,456.42,4.25,58.56,0,5,4,2,4,0.476,32,5,0,none,0.8892,0.5554,0.7557,T205247
7421,T38683,1282606-48-7,O=C(NCc1cccnc1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)[nH]n1,C19H16FN7O2,393.38,1.27,110.49,2,5,6,4,4,0.105,29,1,0,none,0.6174,0.9631,0.7557,T38683
7422,T3908,23513-15-7,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,C21H34O4,350.5,4.79,66.76,2,4,14,1,1,0.667,25,0,0,none,0.6747,0.8772,0.7557,T3908
7423,T67629,146982-27-6,C=CCOC(=O)NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C25H28N2O6,452.51,4.06,113.96,3,5,11,2,3,0.32,33,0,0,none,0.7431,0.7743,0.7556,T67629
7424,T1103,125-84-8,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,C13H16N2O2,232.28,1.35,72.19,2,3,2,1,2,0.385,17,0,0,none,0.7831,0.7142,0.7556,T1103
7425,T4570,54-91-1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,C10H16Br2N2O2,356.06,1.23,40.62,0,2,4,0,1,0.8,16,2,1,reactive_alkyl_halide,0.6935,0.8487,0.7556,T4570
7426,T8669,2421-28-5,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,C17H6O7,322.23,1.54,103.81,0,7,2,2,4,0.0,24,0,1,anhydride,0.7769,0.7236,0.7556,T8669
