Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs,Nearest_Reference,Ref_Target,Ref_Mechanism,Ref_Tanimoto,Chemotype,Chemotype_Target,Chemotype_Mechanism,Chemotype_Weight,S_mech,Murcko_Scaffold,S_nomination
1481,T1173,105826-92-4,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,C17H20N2O2,284.36,2.95,45.33,1,3,2,2,4,0.471,21,0,0,none,0.9931,0.961,0.9803,T1173;T22448,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.184,无明确优势骨架命中,,,0.0,0.1837,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,0.582
1482,T8570,951612-19-4,O=C(c1cn(-c2cccc(Cl)c2)nn1)N1CCSCC1,C13H13ClN4OS,308.79,2.11,51.02,0,4,2,2,3,0.308,20,1,0,none,0.967,1.0,0.9802,T8570,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.169,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4165,O=C(c1cn(-c2ccccc2)nn1)N1CCSCC1,0.6984
1483,T12783,162112-37-0,Cc1c(C(=O)NCCCO)cnn1-c1nc(-c2cccc(C(F)(F)F)c2)cs1,C18H17F3N4O2S,410.42,3.44,80.04,2,5,6,3,3,0.278,28,3,0,none,1.0,0.9504,0.9802,T12783,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.215,无明确优势骨架命中,,,0.0,0.2151,c1ccc(-c2csc(-n3cccn3)n2)cc1,0.5976
1484,T26486,869802-44-8,CCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,C19H18N4OS,350.45,3.62,51.02,0,5,3,4,4,0.211,25,0,0,none,0.9671,1.0,0.9802,T26486,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.203,无明确优势骨架命中,,,0.0,0.2025,O=c1c2sc3ncccc3c2ncn1-c1ccccc1,0.5914
1485,T87874,313350-30-0,CCc1nc2c(N)nc3ccccc3c2n1CCCCN,C16H21N5,283.38,2.47,82.75,2,4,5,3,3,0.375,21,0,0,none,0.9998,0.9509,0.9802,T87874,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.232,无明确优势骨架命中,,,0.0,0.2317,c1ccc2c(c1)ncc1nc[nH]c12,0.606
1486,T72033,1092788-87-8,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,C17H18N6,306.37,3.15,74.55,1,4,2,4,4,0.235,23,0,0,none,0.9705,0.9949,0.9802,T72033,Rosuvastatin,HMGCR,亲水性强效 HMGCR 抑制剂，肝选择性摄取(OATP1B1),0.133,无明确优势骨架命中,,,0.0,0.1333,c1ncc2c(-c3ccc4[nH]ccc4c3)n[nH]c2n1,0.5568
1487,T67763,380314-37-4,CCn1c2ccccc2c2cc(NC(=O)CSc3nccc(=O)[nH]3)ccc21,C20H18N4O2S,378.46,3.63,79.78,2,4,5,4,4,0.15,27,0,0,none,0.9668,1.0,0.9801,T67763,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.195,无明确优势骨架命中,,,0.0,0.1954,O=C(CSc1nccc(=O)[nH]1)Nc1ccc2[nH]c3ccccc3c2c1,0.5878
1488,T22826,660846-41-3,COc1ccccc1NC(=O)OCC1CCN(C(=O)OC(C)(C)C)CC1,C19H28N2O5,364.44,3.89,77.1,1,5,4,1,2,0.579,26,0,0,none,0.9669,1.0,0.9801,T22826,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.276,无明确优势骨架命中,,,0.0,0.2763,O=C(Nc1ccccc1)OCC1CCNCC1,0.6282
1489,T67916,2126874-77-7,CC(=O)N1CCC(COc2ccc(-c3cc[nH]n3)nc2)CC1,C16H20N4O2,300.36,2.11,71.11,1,4,4,2,3,0.438,22,0,0,none,0.9669,1.0,0.9801,T67916,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.243,无明确优势骨架命中,,,0.0,0.2429,c1cc(-c2ccc(OCC3CCNCC3)cn2)n[nH]1,0.6115
1490,T7834,70006-24-5,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,C17H19N5,293.37,2.28,48.05,1,4,3,3,4,0.294,22,0,0,none,0.988,0.9682,0.9801,T22019;T7834,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.186,无明确优势骨架命中,,,0.0,0.1864,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,0.5833
1491,T41248,2730-71-4,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,C22H25NO5S,415.51,3.58,73.86,1,6,5,2,3,0.364,29,0,0,none,0.9984,0.9525,0.98,T41248,ACC inhibitor chemotype (firsocostat-like proxy),ACC1/ACC2,变构抑制乙酰辅酶A羧化酶，降低丙二酰辅酶A、阻断新发脂质合成(DNL)并解除 CPT1 抑制,0.198,无明确优势骨架命中,,,0.0,0.1977,O=c1cccc2c(c1)CCCc1ccccc1-2,0.5888
1492,T15769,1239600-18-0,C=C(CCCCC)[C@@H](O)[C@H](C)C(=O)N1C(=O)OC[C@@H]1C(C)C,C17H29NO4,311.42,3.12,66.84,1,4,8,0,1,0.765,22,0,0,none,0.9664,1.0,0.9799,T15769,C75,FASN,alpha-亚甲基-gamma-丁内酯类 FASN 抑制剂，同时升高丙二酰辅酶A,0.242,无明确优势骨架命中,,,0.0,0.2419,O=C1NCCO1,0.6109
1493,T0951,747-36-4,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C18H26ClN3O,335.88,3.78,48.39,2,4,9,2,2,0.5,23,1,0,none,0.9666,1.0,0.9799,T0951;T9287,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.184,无明确优势骨架命中,,,0.0,0.1842,c1ccc2ncccc2c1,0.582
1494,T1062,404-86-4,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,C18H27NO3,305.42,3.79,58.56,2,3,9,1,1,0.5,22,0,0,none,0.9666,1.0,0.9799,T1062,EPA (Eicosapentaenoic acid),PPAR-alpha / SREBP-1c,omega-3 多不饱和脂肪酸，激活 PPAR-alpha 并抑制 SREBP-1c 成熟,0.211,无明确优势骨架命中,,,0.0,0.2105,c1ccccc1,0.5952
1495,T77809,2768426-49-7,CCc1ccc(CNc2nc3nc(CNCc4ccccc4)cc(O)n3n2)cc1,C22H24N6O,388.48,3.29,87.37,3,6,8,4,4,0.227,29,0,0,none,0.9664,1.0,0.9799,T77809,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.187,无明确优势骨架命中,,,0.0,0.1867,c1ccc(CNCc2ccn3nc(NCc4ccccc4)nc3n2)cc1,0.5833
1496,T28529,107813-63-8,c1cc(OCCCc2nnn[nH]2)cc(OCc2ccc3ccccc3n2)c1,C20H19N5O2,361.41,3.34,85.81,1,6,8,4,4,0.2,27,0,0,none,0.9664,1.0,0.9799,T28529,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.182,无明确优势骨架命中,,,0.0,0.1818,c1cc(OCCCc2nnn[nH]2)cc(OCc2ccc3ccccc3n2)c1,0.5808
1497,T1109,25775-90-0,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,C18H27NO3,305.42,3.79,58.56,2,3,9,1,1,0.5,22,0,0,none,0.9666,1.0,0.9799,T1109,EPA (Eicosapentaenoic acid),PPAR-alpha / SREBP-1c,omega-3 多不饱和脂肪酸，激活 PPAR-alpha 并抑制 SREBP-1c 成熟,0.211,无明确优势骨架命中,,,0.0,0.2105,c1ccccc1,0.5952
1498,T60157,2819989-75-6,Cc1cccc(C2NC(=O)c3c(Br)cccc3N2)c1,C15H13BrN2O,317.19,3.61,41.13,2,2,1,2,3,0.133,19,1,0,none,0.9688,0.9966,0.9799,T60157,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.148,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.395,O=C1NC(c2ccccc2)Nc2ccccc21,0.6874
1499,T4356,1822358-25-7,C[C@@H]1CN(c2ccc3cc(C#N)c4nc5ccccc5n4c3n2)C[C@H](C)N1,C21H20N6,356.43,3.09,69.25,1,5,1,4,5,0.286,27,0,0,none,0.9664,1.0,0.9799,T4356,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.154,无明确优势骨架命中,,,0.0,0.1538,c1ccc2c(c1)nc1ccc3ccc(N4CCNCC4)nc3n12,0.5668
1500,T10426,2748337-86-0,c1ccc(-c2nc3c(c(-n4ccc5cnccc54)n2)CCC3)nc1,C19H15N5,313.36,3.37,56.49,0,4,2,4,5,0.158,24,0,0,none,0.9705,0.9939,0.9799,T10426,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.196,无明确优势骨架命中,,,0.0,0.1964,c1ccc(-c2nc3c(c(-n4ccc5cnccc54)n2)CCC3)nc1,0.5881
1501,T1012,34381-68-5,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,C18H28N2O4,336.43,2.37,87.66,3,5,10,1,1,0.556,24,0,0,none,0.9664,1.0,0.9799,T1012,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.263,无明确优势骨架命中,,,0.0,0.2632,c1ccccc1,0.6216
1502,T6087,1173900-33-8,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,C22H24N4O4,408.46,2.71,96.17,2,6,5,3,4,0.318,30,0,0,none,0.988,0.9677,0.9799,T6087,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.21,无明确优势骨架命中,,,0.0,0.2097,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,0.5948
1503,T62196,916574-83-9,COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4,C24H26N4O3,418.5,2.62,68.88,1,5,3,3,6,0.417,31,0,0,none,1.0,0.9497,0.9799,T62196,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.244,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4914,O=C1c2c3c(c4[nH]c5ccccc5c4c2C(=O)N1CN1CCNCC1)CCC3,0.7356
1504,T28433L,214212-39-2,O=C(Cn1c2ccccc2c2c(N3CCCC3)nc(N3CCCC3)nc21)N1CCCC1,C24H30N6O,418.55,3.41,57.5,0,5,4,3,6,0.542,31,0,0,none,1.0,0.9495,0.9798,T28433;T28433L,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.188,无明确优势骨架命中,,,0.0,0.1875,O=C(Cn1c2ccccc2c2c(N3CCCC3)nc(N3CCCC3)nc21)N1CCCC1,0.5836
1505,T15385,26944-48-9,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,C18H26N2O4S,366.48,2.17,95.5,3,4,3,1,3,0.611,25,0,0,none,0.9664,1.0,0.9798,T15385,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.192,无明确优势骨架命中,,,0.0,0.1918,O=C(NC1CC2CCC1C2)NS(=O)(=O)c1ccccc1,0.5858
1506,T1865,878141-96-9,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,C20H23N3O2,337.42,3.04,39.52,0,4,5,3,4,0.35,25,0,0,none,0.9664,1.0,0.9798,T1865;T4229,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.193,无明确优势骨架命中,,,0.0,0.1932,c1ccc2cc(-n3ccc(OCCN4CCOCC4)n3)ccc2c1,0.5865
1507,T3351,1228013-30-6,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,C21H27N5O3,397.48,2.48,100.47,2,7,4,2,4,0.524,29,0,0,none,0.9663,1.0,0.9798,T3351,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.198,无明确优势骨架命中,,,0.0,0.1977,O=C1CNc2ncc(-c3cccnc3)nc2N1C1CCCCC1,0.5888
1508,T60006,32585-54-9,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,C16H16N2O2S,300.38,2.69,61.96,2,2,5,3,3,0.125,21,0,0,none,1.0,0.9493,0.9797,T60006,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.178,无明确优势骨架命中,,,0.0,0.1778,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,0.5788
1509,T7301,1817698-21-7,O=C(Nc1cn[nH]c1-c1ccccn1)c1nn(C2CCNCC2)cc1Cl,C17H18ClN7O,371.83,2.5,100.52,3,5,4,3,4,0.294,26,1,0,none,0.9661,1.0,0.9797,T7301,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.182,无明确优势骨架命中,,,0.0,0.1818,O=C(Nc1cn[nH]c1-c1ccccn1)c1ccn(C2CCNCC2)n1,0.5808
1510,T11409,2133017-36-2,C#CCNC(=O)C(=O)c1c(C)c(C(=O)Nc2ccc(F)c(F)c2)n(C)c1C,C19H17F2N3O3,373.36,2.1,80.2,2,3,5,2,2,0.211,27,2,0,none,0.9662,1.0,0.9797,T11409,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.205,无明确优势骨架命中,,,0.0,0.2045,O=C(Nc1ccccc1)c1ccc[nH]1,0.5921
1511,T7948,2101626-26-8,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)F)ccc3c2)CC1,C20H24F2N2O3,378.42,3.9,71.45,2,4,5,2,3,0.5,27,2,0,none,0.9661,1.0,0.9797,T7948,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.298,无明确优势骨架命中,,,0.0,0.2976,O=C(NC1CCCCC1)c1cnc2ccccc2c1,0.6386
1512,T12338,2231747-03-6,Cc1noc(C)c1-c1cc(O)cc(C(O)c2cccnc2)c1,C17H16N2O3,296.33,3.14,79.38,2,5,3,3,3,0.176,22,0,0,none,1.0,0.9489,0.9796,T12338,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.231,无明确优势骨架命中,,,0.0,0.2308,c1cncc(Cc2cccc(-c3cnoc3)c2)c1,0.6052
1513,T71368,1153631-91-4,CNC(=O)c1ccc2ncc(C(=O)O)c(Nc3ccc(OC)cc3)c2c1,C19H17N3O4,351.36,3.04,100.55,3,5,5,3,3,0.105,26,0,0,none,0.9659,1.0,0.9796,T71368,GW4064,FXR,非甾体高效 FXR 激动剂工具化合物，抑制 DNL 相关转录程序,0.211,无明确优势骨架命中,,,0.0,0.2111,c1ccc(Nc2ccnc3ccccc23)cc1,0.5954
1514,T9680,91524-15-1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,C16H13FN2O3,300.29,2.65,64.23,1,2,3,3,3,0.125,22,1,0,none,1.0,0.949,0.9796,T9680,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.2,无明确优势骨架命中,,,0.0,0.2,O=c1cc[nH]c2cc(-n3cccc3)ccc12,0.5898
1515,TQ0266,1883423-59-3,Cc1[nH]nc2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,C18H17ClN4O,340.81,3.9,61.88,1,3,2,3,4,0.278,24,1,0,none,0.9659,1.0,0.9795,TQ0266,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.224,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4712,O=C(c1cnc2n[nH]cc2c1)N1CCCC1c1ccccc1,0.7254
1516,T5622,2162982-11-6,C[C@@H](CO)NC(=O)c1cc(-c2ccc(Cl)cc2)nn(-c2cccc(F)c2)c1=O,C20H17ClFN3O3,401.83,2.8,84.22,2,4,5,3,3,0.15,28,2,0,none,1.0,0.9485,0.9794,T5622,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.221,无明确优势骨架命中,,,0.0,0.2209,O=c1ccc(-c2ccccc2)nn1-c1ccccc1,0.6002
1517,T40544,442898-34-2,Cc1cc(N2CCOCC2)nc2ccc(NC(=O)C3CCCCC3)cc12,C21H27N3O2,353.47,3.9,54.46,1,4,3,2,4,0.524,26,0,0,none,0.9656,1.0,0.9794,T40544,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.278,无明确优势骨架命中,,,0.0,0.2778,O=C(Nc1ccc2nc(N3CCOCC3)ccc2c1)C1CCCCC1,0.6286
1518,T77718,491839-65-7,O=C(CSc1nnc(-c2ccncc2)o1)c1ccc(Br)cc1,C15H10BrN3O2S,376.24,3.87,68.88,0,6,5,3,3,0.067,22,1,0,none,0.9704,0.9931,0.9794,T77718,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.196,无明确优势骨架命中,,,0.0,0.1961,O=C(CSc1nnc(-c2ccncc2)o1)c1ccccc1,0.5878
1519,T13518,21853-11-2,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C21H34O3,334.5,3.57,57.53,2,3,1,0,4,0.952,24,0,0,none,0.9655,1.0,0.9793,T13518,Obeticholic acid,FXR,半合成胆汁酸 FXR 激动剂，经 SHP 抑制 SREBP-1c 与脂肪生成基因,0.355,无明确优势骨架命中,,,0.0,0.3548,C1CCC2C(C1)CCC1C3CCCC3CCC21,0.667
1520,T5159,869477-96-3,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,C21H26N2O5,386.45,2.38,100.05,4,6,7,2,3,0.381,28,0,0,none,0.9655,1.0,0.9793,T5159,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.198,无明确优势骨架命中,,,0.0,0.1975,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,0.5884
1521,T27947L,,N[C@@H](C[C@@H](C/C=C/c1ccc2ccccc2c1)C(=O)O)C(=O)O,C18H19NO4,313.35,2.75,100.62,3,3,7,2,2,0.222,23,0,0,none,0.9655,1.0,0.9793,T27947L,GW4064,FXR,非甾体高效 FXR 激动剂工具化合物，抑制 DNL 相关转录程序,0.202,无明确优势骨架命中,,,0.0,0.2024,c1ccc2ccccc2c1,0.5908
1522,T39078,1613021-99-0,O=C(N[C@H]1CCN(c2nccn3cccc23)C1)c1ccn(-c2ccc(F)cc2)n1,C21H19FN6O,390.42,2.67,67.46,1,4,4,4,5,0.19,29,1,0,none,0.9705,0.9925,0.9793,T39078,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.237,无明确优势骨架命中,,,0.0,0.2366,O=C(NC1CCN(c2nccn3cccc23)C1)c1ccn(-c2ccccc2)n1,0.608
1523,T6015,225120-65-0,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N,C20H24ClN5O2,401.9,2.35,99.81,2,4,6,2,2,0.4,28,1,0,none,0.9655,1.0,0.9793,T6015,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.228,无明确优势骨架命中,,,0.0,0.2278,O=C(NCCc1ccccc1)c1ccn[nH]1,0.6036
1524,T5S2358,30045-16-0,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2,C22H24NO4+,366.44,3.69,40.8,0,4,4,3,4,0.318,27,0,0,none,0.9655,1.0,0.9793,T10990;T2S2362;T5S2358,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.475,原小檗碱型季铵异喹啉生物碱,AMPK / LDLR,小檗碱型生物碱抑制线粒体复合物I 激活 AMPK，并经 ERK 通路稳定 LDLR mRNA，为 HepG2 脂质蓄积模型的经典降脂阳性对照化学型,0.8,0.8346,c1ccc2c(c1)CC[n+]1cc3ccccc3cc1-2,0.907
1525,T13314,1321924-70-2,CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,C20H24ClFN6O,418.9,3.0,89.96,3,6,4,3,4,0.45,29,2,0,none,1.0,0.948,0.9792,T13314,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.162,无明确优势骨架命中,,,0.0,0.1619,c1cc(-c2n[nH]c3ncccc23)nc(N2CCNCC2)c1,0.5706
1526,T7147,1025504-45-3,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,C24H38N2O4,418.58,3.56,74.02,1,6,7,1,3,0.708,30,0,0,none,0.9991,0.9493,0.9792,T7147,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.195,无明确优势骨架命中,,,0.0,0.1954,c1ccc2c(c1)CCN1CCCCC21,0.5873
1527,T16952,116-45-0,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br,C12H13BrN4O2S,357.23,2.24,97.97,2,5,3,2,2,0.167,20,1,0,none,0.9651,1.0,0.9791,T16952,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.169,无明确优势骨架命中,,,0.0,0.1692,O=S(=O)(Nc1ncccn1)c1ccccc1,0.5741
1528,T124455,65817-45-0,COc1cc(CCc2ccccc2O)cc(OC)c1OC,C17H20O4,288.34,3.2,47.92,1,4,6,2,2,0.294,21,0,0,none,0.9986,0.9499,0.9791,T124455,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.24,无明确优势骨架命中,,,0.0,0.24,c1ccc(CCc2ccccc2)cc1,0.6096
1529,T15304,166108-71-0,O=C(O)COCCOCCNC(=O)OCC1c2ccccc2-c2ccccc21,C21H23NO6,385.42,2.64,94.09,2,5,10,2,3,0.333,28,0,0,none,0.9652,1.0,0.9791,T15304,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.18,无明确优势骨架命中,,,0.0,0.18,c1ccc2c(c1)Cc1ccccc1-2,0.5796
1530,T23649,1235733-73-9,CC1SC2(CCN(C)CC2)CN1C(=O)CCc1c[nH]c2ccccc12,C20H27N3OS,357.52,3.49,39.34,1,3,3,2,4,0.55,25,0,0,none,0.9652,1.0,0.9791,T23649,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.163,无明确优势骨架命中,,,0.0,0.1628,O=C(CCc1c[nH]c2ccccc12)N1CSC2(CCNCC2)C1,0.571
1531,T2359,219766-25-3,O=C(Nc1ccccc1C(=O)NC1CCCCNC1=O)c1cc2ccccc2s1,C22H21N3O3S,407.5,3.55,87.3,3,4,4,3,4,0.227,29,0,0,none,0.9994,0.9484,0.979,T2359,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.17,无明确优势骨架命中,,,0.0,0.1702,O=C(Nc1ccccc1C(=O)NC1CCCCNC1=O)c1cc2ccccc2s1,0.5746
1532,T9017,2056122-11-1,CN1CCN(c2ccc3nc(-c4c(N)c5ccsc5[nH]c4=O)[nH]c3c2)CC1,C19H20N6OS,380.48,2.47,94.04,3,6,2,4,5,0.263,27,0,0,none,0.9651,1.0,0.979,T9017,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.146,无明确优势骨架命中,,,0.0,0.1463,O=c1[nH]c2sccc2cc1-c1nc2ccc(N3CCNCC3)cc2[nH]1,0.5626
1533,T50062,473477-26-8,CN(C)S(=O)(=O)c1cc(Cl)c(OC(F)F)cc1Cl,C9H9Cl2F2NO3S,320.14,2.85,46.61,0,3,4,1,1,0.333,18,4,0,none,0.9963,0.9529,0.9789,T50062,VK2809 active acid (MB07344),THR-beta,肝靶向 THR-beta 激动剂活性代谢物；促进脂肪酸氧化与 LDL-C 清除,0.164,无明确优势骨架命中,,,0.0,0.1639,c1ccccc1,0.5714
1534,T1758,141430-65-1,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,C18H17N3O4S,371.42,3.34,100.55,3,6,6,3,3,0.056,26,0,0,none,0.9659,0.9981,0.9788,T1758,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.179,无明确优势骨架命中,,,0.0,0.1795,O=S(=O)(Nc1cccnc1Nc1ccccc1)c1ccccc1,0.5792
1535,TN1707,66056-20-0,COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)CC(C)(O)C(C)C2,C23H30O7,418.49,3.59,86.61,2,7,5,2,3,0.478,30,0,0,none,0.9983,0.9497,0.9788,TN1707,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.197,无明确优势骨架命中,,,0.0,0.1972,c1ccc2c(c1)CCCCc1ccccc1-2,0.588
